Severity	Code	Description	Project	File	Line	Suppression State
Error	XLS0501	The property 'Content' is set more than once.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	398	
Error	XLS0501	The property 'Content' is set more than once.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	804	
Error	XLS0501	The property 'Content' is set more than once.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	829	
Error	XDG0000	The token "</" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	859	
Error	XDG0000	The token "</" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	860	
Error	XDG0000	The token "</" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	861	
Error	XDG0000	The token "</" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	862	
Error	XDG0000	The token "</" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	863	
Error	XDG0000	The token "</" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	864	
Error	XDG0000	The token "</" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	2541	
Error	XDG0000	The token "</" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	2560	
Error	XDG0000	The token "</" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	2561	
Error	XDG0000	The token ">" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	859	
Error	XDG0000	The token ">" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	860	
Error	XDG0000	The token ">" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	861	
Error	XDG0000	The token ">" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	862	
Error	XDG0000	The token ">" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	863	
Error	XDG0000	The token ">" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	864	
Error	XDG0000	The token ">" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	2541	
Error	XDG0000	The token ">" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	2560	
Error	XDG0000	The token ">" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	2561	
Error	XDG0000	The token "DataTemplate" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	859	
Error	XDG0000	The token "Grid" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	863	
Error	XDG0000	The token "Grid" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	2560	
Error	XDG0000	The token "ItemsControl" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	861	
Error	XDG0000	The token "ItemsControl.ItemTemplate" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	860	
Error	XDG0000	The token "ScrollViewer" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	862	
Error	XDG0000	The token "TabControl" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	2541	
Error	XDG0000	The token "TabItem" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	864	
Error	XDG0000	The token "Window" is unexpected.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	2561	
