Severity	Code	Description	Project	File	Line	Suppression State
Error	XDG-0001	The resource "InverseBoolConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	1247	
Error	XDG-0001	The resource "InverseBoolConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	1254	
Error	XDG-0001	The resource "InverseBoolConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	1790	
Error	XDG-0001	The resource "InverseBoolConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	2141	
Error	XDG-0001	The resource "InverseBoolConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	2150	
Error	XDG-0001	The resource "InverseBoolConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	2261	
Error	XDG-0001	The resource "InverseBoolToVisibility" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	336	
Error	XDG-0001	The resource "InverseBoolToVisibility" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	768	
Error	XDG-0001	The resource "InverseBoolToVisibility" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	1433	
Error	XDG-0001	The resource "InverseBoolToVisibility" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	2142	
Error	XDG-0001	The resource "InverseBoolToVisibility" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	2381	
Error	XDG-0001	The resource "InverseBoolToVisibility" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	2391	
Error	XDG-0001	The resource "OperatorToBrushConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	476	
Error	XDG-0001	The resource "OperatorToBrushConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	536	
Error	XDG-0001	The resource "OperatorToBrushConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	1420	
Error	XDG-0001	The resource "OperatorToGlowColorConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	483	
Error	XDG-0001	The resource "OtpTextVisibilityConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	952	
Error	XDG-0001	The resource "SignalBarsToOpacityConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	545	
Error	XDG-0001	The resource "SignalBarsToOpacityConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	548	
Error	XDG-0001	The resource "SignalBarsToOpacityConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	557	
Error	XDG-0001	The resource "SignalColorConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	547	
Error	XDG-0001	The resource "SignalColorConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	550	
Error	XDG-0001	The resource "SignalColorConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	553	
Error	XDG-0001	The resource "SignalColorConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	556	
Error	XDG-0001	The resource "StringToVisibility" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	1427	
Error	XDG-0001	The resource "TransferStatusToColorConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	1337	
Error	XDG-0001	The resource "TransferStatusToColorConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	1347	
Error	XDG-0001	The resource "TransferStatusToColorConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	1826	
Error	XDG-0001	The resource "TransferStatusToColorConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	1836	
Error	XDG-0001	The resource "TransferStatusToColorConverter" has an incompatible type.	ModemPoolManager	D:\DARKUssd\DARKUssd\ModemPoolManager\MainWindow.xaml	1846	
